,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,zona,indice_rt
7312,2021-02-06,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1956,183,2139,40509,42648,-488,1383,173085,9812,,,225545,3247836,1385467.0,17.0,225479.0,66.0,3070594.0,177242.0,gialla,1.0531502108705983
7333,2021-02-07,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1950,181,2131,41130,43261,613,1382,173828,9837,,,226926,3264051,1390037.0,7.0,226859.0,67.0,3080571.0,183480.0,gialla,1.0373086795243531
7354,2021-02-08,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2002,183,2185,40588,42773,-488,1273,175556,9869,,,228198,3275041,1392846.0,9.0,228131.0,67.0,3088607.0,186434.0,gialla,1.0522740924978873
7375,2021-02-09,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1971,182,2153,40731,42884,111,977,176359,9914,,,229157,3304742,1396803.0,7.0,229091.0,66.0,3104741.0,200001.0,gialla,1.0680531789301815
7396,2021-02-10,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1937,183,2120,39593,41713,-1171,930,178414,9951,,,230078,3335406,1402305.0,10.0,230011.0,67.0,3121407.0,213999.0,gialla,1.0734994013302124
7417,2021-02-11,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1903,178,2081,38591,40672,-1041,1345,180721,10022,,,231415,3363109,1407697.0,9.0,231345.0,70.0,3137026.0,226083.0,gialla,1.058518922118305
7438,2021-02-12,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1886,175,2061,37952,40013,-659,1538,182876,10049,,,232938,3391095,1412826.0,18.0,232867.0,71.0,3152086.0,239009.0,gialla,1.0651269401767347
7459,2021-02-13,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1889,171,2060,36518,38578,-1435,1488,185756,10085,,,234419,3420148,1417820.0,6.0,234348.0,71.0,3166677.0,253471.0,gialla,1.0577165517399856
7480,2021-02-14,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1911,171,2082,35838,37920,-658,1323,187688,10126,,,235734,3436964,1422487.0,9.0,235661.0,73.0,3177316.0,259648.0,gialla,1.063571843838023
7501,2021-02-15,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1972,172,2144,35426,37570,-350,1391,189406,10147,,,237123,3449022,1425777.0,12.0,237049.0,74.0,3186022.0,263000.0,gialla,1.0814129486621495
7522,2021-02-16,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1975,175,2150,34887,37037,-533,968,190855,10182,,,238074,3483700,1431653.0,9.0,237999.0,75.0,3207026.0,276674.0,gialla,1.1030324119154362
7543,2021-02-17,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1902,176,2078,33190,35268,-1769,1025,193610,10213,,,239091,3511647,1437392.0,12.0,239015.0,76.0,3221988.0,289659.0,gialla,1.1159739594395588
7564,2021-02-18,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1890,181,2071,32858,34929,-339,1565,195486,10235,,,240650,3541280,1443179.0,18.0,240569.0,81.0,3237722.0,303558.0,gialla,1.1584963623976532
7585,2021-02-19,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1902,183,2085,32852,34937,8,1821,197244,10281,,,242462,3571996,1448201.0,20.0,242378.0,84.0,3254146.0,317850.0,gialla,1.186606790710138
7606,2021-02-20,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1899,176,2075,33058,35133,196,1724,198733,10304,,,244170,3603939,1454701.0,11.0,244079.0,91.0,3271027.0,332912.0,gialla,1.2327576692587752
7627,2021-02-21,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1939,184,2123,33905,36028,895,1852,199647,10345,,,246020,3624288,1460142.0,14.0,245917.0,103.0,3283741.0,340547.0,arancione,1.2514670275365434
7648,2021-02-22,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2017,194,2211,34305,36516,488,1847,200972,10368,,,247856,3636600,1463743.0,17.0,247747.0,109.0,3292245.0,344355.0,arancione,1.2670042440711744
7669,2021-02-23,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2043,196,2239,34486,36725,209,1588,202311,10393,,,249429,3671610,1468388.0,17.0,249318.0,111.0,3310327.0,361283.0,arancione,1.2936258672874192
7690,2021-02-24,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2025,201,2226,34545,36771,46,1427,203642,10426,,,250839,3713779,1474690.0,22.0,250722.0,117.0,3333385.0,380394.0,arancione,1.3217700839934812
7711,2021-02-25,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2058,203,2261,35432,37693,922,2090,204763,10459,,,252915,3754583,1481936.0,21.0,252796.0,119.0,3355208.0,399375.0,arancione,1.33718482132158
7732,2021-02-26,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2092,211,2303,36919,39222,1529,2575,205768,10489,,,255479,3794731,1488902.0,27.0,255361.0,118.0,3376900.0,417831.0,arancione,1.346789943929703
7753,2021-02-27,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2178,214,2392,38279,40671,1449,2542,206815,10521,,,258007,3826860,1496542.0,22.0,257881.0,126.0,3389589.0,437271.0,arancione,1.337920000534696
7774,2021-02-28,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2255,227,2482,40196,42678,2007,2610,207381,10543,,,260602,3851466,1503946.0,20.0,260475.0,127.0,3403661.0,447805.0,arancione,1.3743205086537569
7795,2021-03-01,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2375,236,2611,41667,44278,1600,2597,208350,10566,,,263194,3863929,1507734.0,21.0,263058.0,136.0,3412249.0,451680.0,arancione,1.3498532828262648
7816,2021-03-02,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2476,239,2715,43132,45847,1569,2040,208757,10610,,,265214,3904900,1513475.0,19.0,265076.0,138.0,3434170.0,470730.0,arancione,1.3300146142549845
7837,2021-03-03,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2528,251,2779,43919,46698,851,2456,210282,10650,,,267630,3945715,1520827.0,28.0,267487.0,143.0,3456816.0,488899.0,arancione,1.3153326137156511
7858,2021-03-04,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2600,259,2859,45269,48128,1430,2545,211352,10675,,,270155,3983946,1529215.0,32.0,270009.0,146.0,3477649.0,506297.0,arancione,1.2861217478226383
7879,2021-03-05,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2663,266,2929,47385,50314,2186,3246,212341,10721,,,273376,4026645,1537286.0,24.0,273225.0,151.0,3500836.0,525809.0,arancione,1.2603902957570499
7900,2021-03-06,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2753,275,3028,49414,52442,2128,3232,213413,10746,,,276601,4063252,1544781.0,32.0,276447.0,154.0,3521668.0,541584.0,arancione,1.2489387930920206
7921,2021-03-07,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2813,283,3096,51839,54935,2493,3056,213934,10777,,,279646,4089140,1552719.0,29.0,279487.0,159.0,3538159.0,550981.0,arancione,1.194868684240072
7942,2021-03-08,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2960,286,3246,53772,57018,2083,2987,214771,10827,,,282616,4106632,1557578.0,19.0,282452.0,164.0,3550630.0,556002.0,arancione,1.179853889549905
7963,2021-03-09,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3044,307,3351,55045,58396,1378,2429,215754,10871,,,285021,4150207,1563217.0,46.0,284851.0,170.0,3575749.0,574458.0,arancione,1.1553264398749032
7984,2021-03-10,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3094,333,3427,56021,59448,1052,2155,216774,10914,,,287136,4191621,1570268.0,47.0,286964.0,172.0,3599065.0,592556.0,arancione,1.109489501102424
8005,2021-03-11,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3161,345,3506,57160,60666,1218,2845,218332,10959,,,289957,4231453,1577396.0,39.0,289782.0,175.0,3622387.0,609066.0,arancione,1.08495220541098
8026,2021-03-12,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3197,350,3547,59070,62617,1951,3477,219789,10994,,,293400,4278613,1585015.0,23.0,293223.0,177.0,3646581.0,632032.0,arancione,1.059149613601045
8047,2021-03-13,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3254,354,3608,60879,64487,1870,2950,220812,11025,,,296324,4317841,1592539.0,33.0,296144.0,180.0,3670207.0,647634.0,arancione,1.0364374530434886
8068,2021-03-14,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3321,364,3685,62883,66568,2081,3023,221695,11076,,,299339,4342750,1600466.0,36.0,299153.0,186.0,3687245.0,655505.0,arancione,1.0242294805702346
8089,2021-03-15,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3464,373,3837,64456,68293,1725,2822,222718,11137,,,302148,4358517,1604554.0,29.0,301960.0,188.0,3699201.0,659316.0,rossa,1.0017888653473257
8110,2021-03-16,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3516,378,3894,65098,68992,699,2184,224138,11184,,,304314,4399542,1609388.0,38.0,304122.0,192.0,3723069.0,676473.0,rossa,0.9837141249926143
8131,2021-03-17,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3542,381,3923,65692,69615,623,2026,225473,11236,,,306324,4436998,1615543.0,31.0,306130.0,194.0,3745487.0,691511.0,rossa,0.9635694995167041
8152,2021-03-18,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3551,385,3936,66502,70438,823,2531,227087,11301,,,308826,4474763,1621942.0,26.0,308631.0,195.0,3768368.0,706395.0,rossa,0.9361423898084934
8173,2021-03-19,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3549,386,3935,68852,72787,2349,3188,227858,11343,,,311988,4510779,1627949.0,27.0,311793.0,195.0,3790375.0,720404.0,rossa,0.9061319932175075
8194,2021-03-20,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3519,401,3920,69519,73439,652,2560,229697,11390,,,314526,4547328,1633925.0,34.0,314327.0,199.0,3812106.0,735222.0,rossa,0.882221038933657
8215,2021-03-21,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3566,396,3962,70502,74464,1025,2448,231079,11424,,,316967,4564438,1639007.0,23.0,316765.0,202.0,3827532.0,736906.0,rossa,0.8761227626531021
8236,2021-03-22,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3702,390,4092,70679,74771,307,2118,232841,11468,,,319080,4584340,1642090.0,21.0,318876.0,204.0,3837292.0,747048.0,rossa,0.8668046041367489
8257,2021-03-23,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3659,395,4054,69542,73596,-1175,1578,235512,11524,,,320632,4620268,1645785.0,37.0,320424.0,208.0,3858286.0,761982.0,rossa,0.8423928657518786
8278,2021-03-24,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3614,397,4011,67845,71856,-1740,1725,238912,11569,,,322337,4654431,1650638.0,33.0,322126.0,211.0,3879346.0,775085.0,rossa,0.8474991207248089
8299,2021-03-25,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3557,402,3959,67876,71835,-21,2070,240932,11627,,,324394,4689356,1655616.0,30.0,324182.0,212.0,3900448.0,788908.0,rossa,0.8523530475071437
8320,2021-03-26,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3515,399,3914,67945,71859,24,2391,243244,11673,,,326776,4721424,1660353.0,26.0,326563.0,213.0,3919926.0,801498.0,rossa,0.8665532233350483
8341,2021-03-27,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3467,400,3867,68194,72061,202,2269,245274,11706,,,329041,4754658,1665159.0,32.0,328824.0,217.0,3939466.0,815192.0,rossa,0.0
8362,2021-03-28,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3442,401,3843,68911,72754,693,2137,246682,11737,,,331173,4773714,1669287.0,19.0,330952.0,221.0,3952131.0,821583.0,rossa,0.0
8383,2021-03-29,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3540,398,3938,69952,73890,1136,2011,247487,11792,,,333169,4785678,1671791.0,17.0,332944.0,225.0,3960385.0,825293.0,rossa,0.0
5570,2020-11-15,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,401,43,444,9483,9927,398,608,8482,528,16278.0,2659.0,18937,620174,253332.0,,,,,,arancione,1.2169272230447137
5591,2020-11-16,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,407,47,454,9601,10055,128,456,8792,546,16657.0,2736.0,19393,623585,254630.0,,,,,,arancione,1.2622502183343496
5612,2020-11-17,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,454,44,498,9923,10421,366,536,8952,556,17057.0,2872.0,19929,629511,255770.0,,,,,,arancione,1.2611693981211898
5633,2020-11-18,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,470,49,519,10235,10754,333,796,9404,567,17665.0,3060.0,20725,636812,257516.0,,,,,,arancione,1.3323860975749806
5654,2020-11-19,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,485,48,533,11112,11645,891,1197,9697,580,18558.0,3364.0,21922,643492,259446.0,,,,,,arancione,1.3097803298106139
5675,2020-11-20,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,505,54,559,11616,12175,530,1018,10157,608,19425.0,3515.0,22940,651014,261532.0,,,,,,arancione,1.2678583892192592
5696,2020-11-21,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,509,55,564,12193,12757,582,1043,10593,633,20317.0,3666.0,23983,658272,263440.0,,,,,,arancione,1.2422708264333735
5717,2020-11-22,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,545,56,601,12450,13051,294,675,10961,646,20886.0,3772.0,24658,664296,264942.0,,,,,,arancione,1.182267597529621
5738,2020-11-23,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,565,55,620,12585,13205,154,377,11157,673,21232.0,3803.0,25035,667212,265792.0,,,,,,arancione,1.0546821608724584
5759,2020-11-24,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,561,54,615,12732,13347,142,554,11543,699,21716.0,3873.0,25589,673076,267036.0,,,,,,arancione,0.9996291773344222
5780,2020-11-25,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,588,54,642,12894,13536,189,696,12034,715,22310.0,3975.0,26285,679986,268850.0,,,,,,arancione,1.0683675595346975
5801,2020-11-26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,599,55,654,13168,13822,286,814,12536,741,23010.0,4089.0,27099,687612,270753.0,,,,,,arancione,1.0623519250637596
5822,2020-11-27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,594,55,649,13606,14255,433,864,12932,776,23771.0,4192.0,27963,694896,272700.0,,,,,,arancione,1.0942437411444537
5843,2020-11-28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,604,53,657,13339,13996,-259,1432,14598,801,25140.0,4255.0,29395,709897,278729.0,,,,,,arancione,1.1200897173338047
5864,2020-11-29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,620,57,677,13632,14309,313,680,14949,817,25753.0,4322.0,30075,713195,280065.0,,,,,,arancione,1.1293803320959852
5885,2020-11-30,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,633,55,688,13827,14515,206,575,15297,838,26263.0,4387.0,30650,720175,281701.0,,,,,,arancione,1.107092721657365
5906,2020-12-01,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,637,62,699,13769,14468,-47,736,16055,863,26880.0,4506.0,31386,727045,284047.0,,,,,,arancione,1.1231892405907122
5927,2020-12-02,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,652,58,710,13983,14693,225,812,16616,889,27620.0,4578.0,32198,734865,286147.0,,,,,,arancione,0.9731904074406958
5948,2020-12-03,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,629,59,688,14195,14883,190,772,17146,941,0.0,0.0,32970,744835,290494.0,7.0,,,,,arancione,0.9728547313785124
5969,2020-12-04,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,632,59,691,14482,15173,290,1040,17860,977,,,34010,754205,293200.0,7.0,,,,,arancione,0.9338704027688131
5990,2020-12-05,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,640,58,698,14366,15064,-109,755,18693,1008,,,34765,762058,295536.0,4.0,,,,,arancione,0.9250657701853173
6011,2020-12-06,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,652,59,711,14320,15031,-33,702,19401,1035,,,35467,768285,296752.0,7.0,,,,,gialla,0.9014493273185121
6032,2020-12-07,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,665,58,723,14146,14869,-162,359,19898,1059,,,35826,772266,298472.0,2.0,,,,,gialla,0.894331399194547
6053,2020-12-08,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,658,64,722,14155,14877,8,658,20518,1089,,,36484,778693,300223.0,8.0,,,,,gialla,0.8778418514453251
6074,2020-12-09,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,663,63,726,14229,14955,78,633,21040,1122,,,37117,783883,301832.0,5.0,,,,,gialla,0.9237765464014023
6095,2020-12-10,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,652,62,714,13481,14195,-760,672,22430,1164,,,37789,792239,303968.0,5.0,,,,,gialla,0.9125111892823338
6116,2020-12-11,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,644,63,707,13528,14235,40,843,23210,1187,,,38632,800671,306150.0,8.0,,,,,gialla,0.9294024912237452
6137,2020-12-12,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,654,59,713,13642,14355,120,884,23946,1215,,,39516,809115,306882.0,8.0,,,,,gialla,0.9774873561456194
6158,2020-12-13,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,655,60,715,13458,14173,-182,573,24683,1233,,,40089,815900,310500.0,3.0,,,,,gialla,1.015813942472683
6179,2020-12-14,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,660,58,718,13370,14088,-85,402,25156,1247,,,40491,819153,311349.0,0.0,,,,,gialla,1.0273770880930917
6200,2020-12-15,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,654,56,710,13229,13939,-149,829,26082,1299,,,41320,828919,315194.0,3.0,,,,,gialla,1.0107163576798153
6221,2020-12-16,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,634,54,688,13063,13751,-188,779,27009,1339,,,42099,837745,317196.0,7.0,,,,,gialla,1.0319319495078854
6242,2020-12-17,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,630,57,687,12534,13221,-530,707,28219,1366,,,42806,846841,319134.0,9.0,,,,,gialla,1.0485524078833584
6263,2020-12-18,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,601,59,660,13091,13751,530,753,28409,1399,,,43559,854622,319134.0,6.0,,,,,gialla,1.0164582489282048
6284,2020-12-19,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,594,55,649,12831,13480,-271,974,29645,1408,,,44533,864718,323999.0,2.0,,,,,gialla,0.9572701441966567
6305,2020-12-20,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,602,55,657,12605,13262,-218,658,30500,1429,,,45191,870866,325867.0,6.0,,,,,gialla,0.905718837010413
6326,2020-12-21,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,607,56,663,12584,13247,-15,244,30744,1444,,,45435,873224,326689.0,3.0,,,,,gialla,0.9455334441044914
6347,2020-12-22,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,598,57,655,12561,13216,-31,549,31291,1477,,,45984,880631,328586.0,7.0,,,,,gialla,0.9195902308611009
6368,2020-12-23,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,595,56,651,11624,12275,-941,512,32110,1499,,,45884,887279,330123.0,6.0,,,,,gialla,0.7680797677112743
6389,2020-12-24,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,582,56,638,11464,12102,-173,831,33099,1514,,,46715,898714,332699.0,4.0,,,,,rossa,0.6729656628548953
6410,2020-12-25,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,572,54,626,11458,12084,-18,584,33681,1534,,,47299,904549,334240.0,4.0,,,,,rossa,0.6721883853804814
6431,2020-12-26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,587,56,643,11482,12125,41,224,33849,1549,,,47523,906413,334858.0,5.0,,,,,rossa,0.6973598569203439
6452,2020-12-27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,626,58,684,11506,12190,65,144,33913,1564,,,47667,907700,335221.0,4.0,,,,,rossa,0.8290882404824587
6473,2020-12-28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,645,56,701,11411,12112,-78,187,34151,1591,,,47854,909588,335797.0,9.0,,,,,arancione,0.900098042396002
6494,2020-12-29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,655,60,715,11062,11777,-335,493,34958,1612,,,48347,916889,337351.0,7.0,,,,,arancione,0.9678293921540162
6515,2020-12-30,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,641,59,700,10947,11647,-130,803,35876,1627,,,49150,924819,338891.0,5.0,,,,,arancione,1.0116917345474743
6536,2020-12-31,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,645,62,707,11091,11798,151,877,36587,1642,,,50027,933082,341139.0,14.0,,,,,rossa,1.0282930032739737
6557,2021-01-01,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,647,63,710,11043,11753,-45,715,37320,1669,,,50742,940153,342937.0,11.0,,,,,rossa,1.0578755547898644
6578,2021-01-02,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,652,63,715,11132,11847,94,359,37567,1687,,,51101,942810,343713.0,4.0,,,,,rossa,1.1202717607723172
6599,2021-01-03,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,658,61,719,10930,11649,-198,200,37945,1707,,,51301,945021,344372.0,6.0,,,,,rossa,1.053738851793412
6620,2021-01-04,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,663,63,726,10967,11693,44,281,38158,1731,,,51582,947459,345095.0,7.0,,,,,arancione,0.9901233869710309
6641,2021-01-05,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,657,59,716,11078,11794,101,688,38704,1772,,,52270,954564,346775.0,3.0,,,,,rossa,0.9684718454319095
6662,2021-01-06,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,649,62,711,11119,11830,36,606,39241,1805,,,52876,960944,348178.0,7.0,,,,,rossa,1.146648331144153
6683,2021-01-07,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,661,64,725,11640,12365,535,671,39744,1834,,,53943,967089,349970.0,6.0,,,,,gialla,1.2571337114709136
6704,2021-01-08,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,671,64,735,11841,12576,211,633,40138,1862,,,54576,973526,351423.0,4.0,,,,,gialla,1.2661179400284623
6725,2021-01-09,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,690,62,752,12138,12890,314,1015,40825,1876,,,55591,981950,353683.0,3.0,,,,,arancione,1.2226657752499186
6746,2021-01-10,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,703,64,767,12118,12885,-5,642,41450,1898,,,56233,986523,355337.0,7.0,,,,,gialla,1.1792934871332206
6767,2021-01-11,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,688,67,755,12164,12919,34,361,41747,1928,,,56594,989014,356255.0,8.0,,,,,gialla,1.1795012785597723
6788,2021-01-12,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,671,68,739,12179,12918,-1,647,42373,1950,,,57241,996728,358306.0,7.0,,,,,gialla,1.21878033557212
6809,2021-01-13,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,665,69,734,12064,12798,-120,546,43008,1981,,,57787,1004009,359710.0,8.0,,,,,gialla,1.1429961272689355
6830,2021-01-14,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,668,68,736,12127,12863,65,805,43723,2006,,,58592,1011978,361869.0,5.0,,,,,gialla,1.063599181769525
6851,2021-01-15,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,688,68,756,12123,12879,16,919,44597,2035,,,59511,1022612,365548.0,6.0,59290.0,221.0,1019603.0,3009.0,gialla,1.0105078983529352
6872,2021-01-16,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,682,66,748,12235,12983,104,870,45328,2070,,,60381,1031793,368762.0,7.0,59961.0,420.0,1026760.0,5033.0,gialla,0.9582347267106727
6893,2021-01-17,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,677,63,740,11998,12738,-245,385,45936,2092,,,60766,1036684,370840.0,3.0,60274.0,492.0,1030869.0,5815.0,arancione,0.987739290347488
6914,2021-01-18,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,680,63,743,11942,12685,-53,153,46121,2113,,,60919,1038677,371716.0,3.0,60394.0,525.0,1032465.0,6212.0,arancione,0.9572466491559413
6935,2021-01-19,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,691,63,754,11831,12585,-100,454,46657,2131,,,61373,1049086,375814.0,4.0,60659.0,714.0,1039415.0,9671.0,arancione,0.8525452738720293
6956,2021-01-20,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,693,58,751,11580,12331,-254,672,47557,2157,,,62045,1059906,382543.0,5.0,61123.0,922.0,1046980.0,12926.0,arancione,0.8266751678384254
6977,2021-01-21,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,680,59,739,11441,12180,-151,657,48339,2183,,,62702,1069891,388963.0,5.0,61627.0,1075.0,1054797.0,15094.0,arancione,0.8698065288215033
6998,2021-01-22,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,669,61,730,11360,12090,-90,452,48858,2206,,,63154,1077328,393779.0,6.0,61983.0,1171.0,1060923.0,16405.0,arancione,0.8828110547822287
7019,2021-01-23,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,672,63,735,11163,11898,-192,679,49705,2230,,,63833,1087567,397725.0,5.0,62423.0,1410.0,1067967.0,19600.0,arancione,0.8906248296561594
7040,2021-01-24,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,685,61,746,11010,11756,-142,505,50339,2243,,,64338,1093381,400117.0,2.0,62814.0,1524.0,1072528.0,20853.0,arancione,0.8924062331562773
7061,2021-01-25,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,686,62,748,10825,11573,-183,181,50680,2266,,,64519,1095819,401023.0,7.0,62961.0,1558.0,1074648.0,21171.0,arancione,0.9097056311654852
7082,2021-01-26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,668,64,732,10758,11490,-83,421,51151,2299,,,64940,1104766,403830.0,5.0,63203.0,1737.0,1080754.0,24012.0,arancione,0.954271910578108
7103,2021-01-27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,646,61,707,10685,11392,-98,584,51807,2325,,,65524,1115834,407208.0,3.0,63563.0,1961.0,1087473.0,28361.0,arancione,0.8996770168948042
7124,2021-01-28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,619,59,678,10682,11360,-32,642,52460,2346,,,66166,1124994,409877.0,3.0,64052.0,2114.0,1095097.0,29897.0,arancione,0.8855094059167989
7145,2021-01-29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,605,59,664,10707,11371,11,557,52988,2364,,,66723,1134427,412664.0,7.0,64445.0,2278.0,1101914.0,32513.0,arancione,0.8758956367709283
